"","...1","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","New_Price","Price"
"2337",2411,"Mercedes-Benz New C-Class C 200 CGI Elegance","Delhi",2011,51000,"Petrol","Automatic","First",11.74,1796,186,5,11.665,11.5
"2338",2412,"Hyundai Verna 1.6 VTVT","Kolkata",2012,24000,"Petrol","Manual","Second",17.01,1591,121.3,5,11.665,6.2
"2339",2413,"Hyundai Grand i10 1.2 CRDi Sportz","Kochi",2017,20773,"Diesel","Manual","First",24,1186,73.97,5,8.17,5.92
"2340",2414,"Volkswagen Polo 1.5 TDI Highline","Kolkata",2016,22000,"Diesel","Manual","First",20.14,1498,88,5,9.58,6.29
"2341",2415,"Honda Amaze S i-Vtech","Kochi",2014,66355,"Petrol","Manual","First",18,1198,86.7,5,11.665,4.12
"2342",2416,"Honda CR-V 2.4 AT","Pune",2007,115800,"Petrol","Automatic","Third",10.1,2354,152,5,11.665,3.8
"2343",2417,"Hyundai Santro Xing GL Plus","Ahmedabad",2014,41125,"Petrol","Manual","First",17.92,1086,62.1,5,11.665,2.7
"2344",2418,"Mercedes-Benz B Class B200 CDI","Coimbatore",2017,43812,"Diesel","Automatic","First",15,2143,107.3,5,11.665,20.28
"2345",2419,"Honda Amaze S i-Vtech","Delhi",2014,69876,"Petrol","Manual","First",18,1198,86.7,5,11.665,3.9
"2346",2420,"Toyota Fortuner 4x2 AT","Pune",2014,102000,"Diesel","Automatic","Second",12.55,2982,168.5,7,11.665,16.5
"2347",2421,"Hyundai Verna 1.6 VTVT","Pune",2011,68000,"Petrol","Manual","First",17.01,1591,121.3,5,11.665,3.7
"2348",2422,"Jaguar XJ 3.0L Portfolio","Delhi",2016,12000,"Diesel","Automatic","First",10.5,2993,271.23,4,11.665,79
"2349",2423,"BMW 3 Series 320d","Mumbai",2013,25000,"Diesel","Automatic","First",22.69,1995,190,5,47.87,17.99
"2350",2424,"Hyundai i20 Magna 1.4 CRDi (Diesel)","Jaipur",2013,51873,"Diesel","Manual","First",21.9,1396,88.76,5,11.665,3.9
"2351",2425,"Ford Figo Diesel EXI Option","Chennai",2012,72500,"Diesel","Manual","First",18.5,1399,68,5,11.665,3.12
"2352",2426,"Maruti Wagon R LXI BSIII","Pune",2007,83000,"Petrol","Manual","First",14,1061,64,5,11.665,1.65
"2353",2427,"Hyundai Xcent 1.2 Kappa S Option","Kolkata",2015,39871,"Petrol","Manual","First",19.1,1197,81.86,5,11.665,3.5
"2354",2428,"Mahindra Xylo H4","Chennai",2015,82000,"Diesel","Manual","Second",14.02,2179,118.3,7,11.67,4.85
"2355",2429,"Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Coimbatore",2018,23152,"Diesel","Automatic","First",19.27,2143,167.62,5,11.665,39.22
"2356",2430,"Hyundai i10 Magna","Kolkata",2007,71600,"Petrol","Manual","Second",20.36,1197,78.9,5,11.665,2
"2357",2431,"Toyota Fortuner 3.0 Diesel","Mumbai",2010,122000,"Diesel","Manual","Second",11.5,2982,171,7,11.665,10.45
"2358",2432,"Toyota Camry Hybrid","Chennai",2016,29277,"Petrol","Automatic","First",19.16,2494,158.2,5,11.665,27
"2359",2433,"Ford Figo Diesel ZXI","Kolkata",2011,60000,"Diesel","Manual","First",20,1399,68,5,11.665,2.25
"2360",2434,"Hyundai Xcent 1.2 Kappa S Option","Kolkata",2014,42000,"Petrol","Manual","First",19.1,1197,81.86,5,11.665,3.45
"2361",2435,"Hyundai i20 Sportz 1.2","Kochi",2016,61823,"Petrol","Manual","First",18.6,1197,81.83,5,11.665,6.14
"2362",2438,"Maruti Dzire VDI","Hyderabad",2011,110000,"Diesel","Manual","First",28.4,1248,73.75,5,9.14,4
"2363",2439,"Honda City 1.5 S MT","Kolkata",2010,38446,"Petrol","Manual","First",17,1497,118,5,11.665,2.59
"2364",2440,"Maruti Baleno Delta 1.3","Delhi",2017,33000,"Diesel","Manual","First",27.39,1248,74,5,11.665,6.96
"2365",2442,"Hyundai EON Era Plus","Jaipur",2016,70000,"Petrol","Manual","First",21.1,814,55.2,5,11.665,3
"2366",2443,"Volkswagen Polo 1.5 TDI Highline","Delhi",2012,68038,"Diesel","Manual","First",20.14,1498,88,5,9.96,3.6
"2367",2444,"Chevrolet Beat Diesel LS","Coimbatore",2014,55012,"Diesel","Manual","Second",25.44,936,57.6,5,11.665,3.7
"2368",2445,"BMW 5 Series 520d Luxury Line","Ahmedabad",2013,55000,"Diesel","Automatic","First",22.48,1995,190,5,63.71,21.75
"2369",2446,"Mercedes-Benz GLC 220d 4MATIC Sport","Mumbai",2017,25000,"Diesel","Automatic","First",17.9,2143,170,5,64.14,45
"2370",2447,"Maruti Alto K10 VXI","Coimbatore",2011,46808,"Petrol","Manual","Second",24.07,998,67.1,5,4.7,3.19
"2371",2448,"Hyundai Xcent 1.2 VTVT S","Coimbatore",2015,65743,"Petrol","Manual","First",20.14,1197,81.86,5,7.85,6.2
"2372",2449,"Hyundai i10 Magna 1.1","Coimbatore",2013,64466,"Petrol","Manual","First",19.81,1086,68.05,5,11.665,3.96
"2373",2451,"Maruti Swift Dzire Tour LDI","Jaipur",2016,80000,"Diesel","Manual","First",23.4,1248,74,5,11.665,4.5
"2374",2452,"Hyundai Xcent 1.2 CRDi E Plus","Mumbai",2017,69000,"Diesel","Manual","First",25.4,1186,73.97,5,11.665,3.55
"2375",2453,"Nissan Sunny Diesel XV","Chennai",2014,79200,"Diesel","Manual","First",22.71,1461,84.8,5,11.665,5.5
"2376",2454,"Hyundai Creta 1.6 SX Option","Mumbai",2016,29477,"Petrol","Manual","First",15.8,1591,121.3,5,16.36,10.25
"2377",2455,"Toyota Fortuner 2.8 2WD AT","Delhi",2017,40000,"Diesel","Automatic","First",12.9,2755,174.5,7,37.38,30
"2378",2456,"Maruti Ritz VXi","Pune",2014,25000,"Petrol","Manual","Second",18.5,1197,85.8,5,11.665,3.5
"2379",2457,"Renault Pulse RxL","Delhi",2014,67668,"Diesel","Manual","First",23.08,1461,63.12,5,11.665,3.1
"2380",2458,"Skoda Fabia 1.2 MPI Ambiente Petrol","Hyderabad",2010,78000,"Petrol","Manual","First",17.5,1198,75,5,11.665,3.25
"2381",2459,"Ford EcoSport 1.5 Diesel Titanium","Mumbai",2017,30000,"Diesel","Manual","First",23,1498,98.96,5,11.89,8.99
"2382",2460,"Volkswagen Vento Petrol Comfortline","Kolkata",2015,70623,"Petrol","Manual","First",15.04,1598,103.6,5,11.665,3.99
"2383",2461,"Nissan Terrano XV 110 PS","Mumbai",2015,54000,"Diesel","Manual","Second",19.01,1461,108.5,5,11.665,6
"2384",2462,"Audi Q3 2012-2015 35 TDI Quattro Premium","Mumbai",2015,48000,"Diesel","Automatic","First",15.73,1968,174.33,5,11.665,18.25
"2385",2463,"Toyota Innova 2.5 GX (Diesel) 7 Seater","Delhi",2012,62000,"Diesel","Manual","First",12.99,2494,100,7,11.665,7.75
"2386",2464,"Tata Zest Revotron 1.2T XE","Delhi",2017,47000,"Petrol","Manual","Second",17.57,1193,88.7,5,6.62,4.5
"2387",2465,"Toyota Fortuner 3.0 Diesel","Bangalore",2014,171000,"Diesel","Manual","First",11.5,2982,171,7,11.665,16.75
"2388",2466,"BMW X3 xDrive20d","Pune",2012,108000,"Diesel","Automatic","First",16.09,1995,184,5,11.665,17.5
"2389",2467,"Maruti SX4 S Cross DDiS 320 Zeta","Chennai",2016,41000,"Diesel","Manual","First",22.7,1598,118,5,11.665,7.7
"2390",2468,"Honda City 1.5 S MT","Pune",2012,66000,"Petrol","Manual","Second",17,1497,118,5,11.665,4.45
"2391",2469,"Maruti Swift Dzire LDI","Jaipur",2015,144000,"Diesel","Manual","First",26.59,1248,74,5,11.665,5.25
"2392",2470,"BMW 3 Series 320d M Sport","Kochi",2017,23806,"Diesel","Automatic","First",22.69,1995,190,5,11.665,33.66
"2393",2471,"Nissan Micra XV CVT","Chennai",2013,89000,"Petrol","Automatic","Second",19.34,1198,76,5,11.665,2.8
"2394",2472,"Maruti Baleno Zeta Automatic","Coimbatore",2018,38852,"Petrol","Automatic","First",21.4,1197,83.1,5,11.665,8.47
"2395",2473,"Maruti Ciaz ZDi Plus","Coimbatore",2018,68737,"Diesel","Manual","First",26.21,1248,88.5,5,11.665,9.32
"2396",2474,"Mercedes-Benz CLA 200 CDI Style","Coimbatore",2017,23106,"Diesel","Automatic","First",17.9,2143,136,5,11.665,27.43
"2397",2475,"Honda Mobilio RS i DTEC","Delhi",2015,31250,"Diesel","Manual","First",24.5,1498,98.6,7,11.665,6.5
"2398",2476,"Toyota Innova 2.5 GX (Diesel) 8 Seater","Delhi",2014,77795,"Diesel","Manual","First",12.99,2494,100.6,8,11.665,9.5
"2399",2477,"Jaguar XF 3.0 Litre S Premium Luxury","Kochi",2015,47759,"Diesel","Automatic","First",14.74,2993,270.9,5,11.665,31.8
"2400",2478,"Toyota Etios Petrol TRD Sportivo","Chennai",2013,67620,"Petrol","Manual","Second",17.6,1496,88.8,5,11.665,4.2
"2401",2479,"Chevrolet Beat Diesel LS","Kochi",2013,44378,"Diesel","Manual","First",25.44,936,57.6,5,11.665,3.85
"2402",2480,"Honda Accord 2.4 M/T","Delhi",2012,64709,"Petrol","Manual","Second",12.8,2354,177.6,5,11.665,6
"2403",2481,"Maruti Alto LXi","Hyderabad",2007,76161,"Petrol","Manual","First",19.7,796,46.3,5,11.665,1.65
"2404",2482,"Skoda Octavia Ambition 2.0 TDI AT","Bangalore",2013,58410,"Diesel","Automatic","First",19.3,1968,141,5,11.665,14.5
"2405",2483,"Toyota Innova 2.5 V Diesel 7-seater","Delhi",2011,72000,"Diesel","Manual","First",12.8,2494,102,7,11.665,7.1
"2406",2484,"Audi A4 35 TDI Premium Sport","Chennai",2016,11000,"Diesel","Automatic","First",17.11,1968,174.33,5,11.665,28
"2407",2485,"Maruti Vitara Brezza ZDi Plus Dual Tone","Kochi",2017,45362,"Diesel","Manual","First",24.3,1248,88.5,5,11.75,9.38
"2408",2486,"Hyundai Grand i10 Sportz","Kochi",2016,59767,"Petrol","Manual","First",18.9,1197,82,5,11.665,4.78
"2409",2487,"Toyota Corolla DX","Chennai",2003,70000,"Petrol","Manual","Second",13.4,1794,125,5,11.665,1.7
"2410",2488,"Tata Hexa XTA","Coimbatore",2019,14233,"Diesel","Automatic","First",17.6,2179,153.86,7,22.74,17.85
"2411",2489,"Hyundai i20 2015-2017 1.2 Asta","Pune",2010,72000,"Petrol","Manual","Second",17,1197,80,5,11.665,2.75
"2412",2490,"Hyundai Verna 1.6 SX VTVT","Mumbai",2014,11000,"Petrol","Manual","First",17.01,1591,121.3,5,11.665,5.95
"2413",2491,"Maruti Omni 8 Seater BSIV","Mumbai",2011,39000,"Petrol","Manual","First",14,796,35,5,11.665,1.5
"2414",2492,"Maruti Alto 800 2016-2019 VXI","Kochi",2019,19855,"Petrol","Manual","First",24.7,796,47.3,5,11.665,3.8
"2415",2493,"Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Bangalore",2017,20149,"Diesel","Automatic","First",19.27,2143,167.62,5,11.665,38.5
"2416",2494,"Hyundai i10 Era 1.1","Jaipur",2011,70000,"Petrol","Manual","First",19.81,1086,68.05,5,11.665,2.15
"2417",2495,"Skoda Superb Style 1.8 TSI AT","Mumbai",2010,62004,"Petrol","Automatic","Second",14.67,1798,177.46,5,33.36,3.75
"2418",2496,"Volkswagen Vento 1.5 TDI Highline AT","Mumbai",2016,25500,"Diesel","Automatic","First",21.5,1498,108.5,5,15.86,8.95
"2419",2498,"Honda Civic 2010-2013 1.8 V MT","Pune",2010,61700,"Petrol","Manual","First",14.8,1799,130.2,5,11.665,2.95
"2420",2499,"BMW 3 Series 320i Sedan","Coimbatore",2010,59660,"Petrol","Automatic","First",12.05,1995,154,5,11.665,10.49
"2421",2500,"Hyundai Santro Xing GLS","Hyderabad",2007,69775,"Petrol","Manual","Second",17.92,1086,62.1,5,11.665,1.85
"2422",2502,"Honda Accord 2001-2003 2.3 VTi L AT","Jaipur",2009,88000,"Petrol","Automatic","First",11.1,2354,142,5,11.665,5.25
"2423",2503,"Maruti Ertiga VDI","Kolkata",2014,47052,"Diesel","Manual","First",20.77,1248,88.76,7,11.665,5.99
"2424",2504,"Ford Fiesta Classic 1.4 Duratorq LXI","Kochi",2015,69749,"Diesel","Manual","First",18.6,1388,67,5,11.665,3.82
"2425",2505,"Audi Q7 3.0 TDI Quattro Premium Plus","Hyderabad",2012,79000,"Diesel","Automatic","First",12.07,2967,241.4,7,11.665,39
"2426",2506,"Audi A4 35 TDI Premium","Coimbatore",2016,39644,"Diesel","Automatic","First",17.11,1968,174.33,5,11.665,25.75
"2427",2507,"Tata Indica Vista Quadrajet VX","Hyderabad",2012,137800,"Diesel","Manual","First",22.3,1248,74,5,11.665,2.2
"2428",2508,"Hyundai Verna CRDi ABS","Chennai",2008,120000,"Diesel","Manual","Second",18.1,1493,110,5,11.665,2
"2429",2509,"Mercedes-Benz E-Class E 220 d","Mumbai",2018,11000,"Diesel","Automatic","First",16.1,1950,194,5,70.55,56.5
"2430",2510,"BMW 3 Series 320d Luxury Line","Mumbai",2014,18600,"Diesel","Automatic","Second",22.69,1995,190,5,54.43,21
"2431",2511,"Hyundai Grand i10 CRDi Asta","Ahmedabad",2014,116905,"Diesel","Manual","First",24,1120,70,5,11.665,4
"2432",2512,"Hyundai i10 Sportz AT","Coimbatore",2011,32824,"Petrol","Automatic","First",16.95,1197,78.9,5,11.665,3.83
"2433",2513,"Maruti Swift VXi BSIV","Kochi",2016,19148,"Petrol","Manual","First",16.1,1197,85,5,11.665,5.89
"2434",2514,"Hyundai Santro Xing GLS","Kolkata",2010,35008,"Petrol","Manual","First",17.92,1086,62.1,5,11.665,1.36
"2435",2515,"BMW 6 Series Gran Coupe","Delhi",2013,21000,"Diesel","Automatic","Second",17.54,2993,313,4,11.665,44
"2436",2517,"Hyundai Verna 1.4 VTVT","Bangalore",2016,36000,"Petrol","Manual","First",17.43,1396,105.5,5,11.665,8
"2437",2518,"Maruti Swift Dzire ZDI","Ahmedabad",2012,56121,"Diesel","Manual","First",23.4,1248,74,5,11.665,4.25
"2438",2519,"Maruti Swift VDI","Pune",2018,30000,"Diesel","Manual","First",28.4,1248,74,5,11.665,6
"2439",2520,"Skoda Octavia 2.0 TDI AT Style Plus","Kochi",2016,31021,"Diesel","Automatic","First",19.5,1968,141,5,11.665,16.61
"2440",2521,"Renault Duster 110PS Diesel RxL","Coimbatore",2013,52600,"Diesel","Manual","First",19.6,1461,108.45,5,11.665,7.26
"2441",2522,"Mahindra Scorpio 2.6 CRDe","Bangalore",2005,60000,"Diesel","Manual","First",10.5,2179,120,8,11.665,4
"2442",2523,"BMW 5 Series 2013-2017 520d Luxury Line","Ahmedabad",2016,44001,"Diesel","Automatic","First",18.12,1995,190,5,11.665,34.51
"2443",2524,"Maruti Wagon R VXI BSIII","Chennai",2003,101000,"Petrol","Manual","Third",17.3,1061,64,5,11.665,0.95
"2444",2525,"Maruti Wagon R LXI BSIII","Hyderabad",2007,84169,"Petrol","Manual","First",14,1061,64,5,11.665,2.2
"2445",2526,"Hyundai i20 Sportz 1.2","Mumbai",2017,14001,"Petrol","Manual","First",18.6,1197,81.83,5,11.665,5.75
"2446",2528,"Land Rover Discovery SE 3.0 TD6","Delhi",2016,59000,"Diesel","Automatic","First",18,2993,255,7,11.665,36.75
"2447",2529,"Mercedes-Benz New C-Class 230 Avantgarde","Hyderabad",2009,29000,"Petrol","Automatic","Second",11.7,1796,178,5,11.665,10
"2448",2530,"BMW 5 Series 520d Sedan","Kochi",2014,64158,"Diesel","Automatic","First",18.48,NA,NA,NA,11.665,17.89
"2449",2531,"Nissan Sunny 2011-2014 Diesel XV","Mumbai",2012,38800,"Diesel","Manual","First",21.64,1461,84.8,5,11.665,4.05
"2450",2532,"Audi Q7 3.0 TDI quattro","Hyderabad",2011,98000,"Diesel","Automatic","First",12.07,2967,241.4,7,11.665,22
"2451",2533,"Mercedes-Benz CLA 200 CDI Sport","Coimbatore",2017,20969,"Diesel","Automatic","First",17.9,2143,136,5,45.36,27.87
"2452",2534,"Maruti Vitara Brezza ZDi","Kolkata",2018,2900,"Diesel","Manual","First",24.3,1248,88.5,5,10.13,8.75
"2453",2535,"Maruti Swift Dzire Vdi BSIV","Hyderabad",2016,69000,"Diesel","Manual","First",19.3,1248,73.9,5,11.665,4.79
"2454",2536,"Skoda Rapid 1.5 TDI Ambition","Coimbatore",2018,5833,"Diesel","Manual","First",21.13,1498,108.4,5,14.22,11.92
"2455",2537,"Audi Q7 35 TDI Quattro Technology","Coimbatore",2016,28733,"Diesel","Automatic","Second",12.07,2967,241.4,7,11.665,53.11
"2456",2538,"Maruti Wagon R LXI","Jaipur",2006,145000,"Petrol","Manual","First",18.9,998,67.1,5,11.665,1.15
"2457",2539,"Honda City i DTEC VX Option","Pune",2014,71000,"Diesel","Manual","First",25.1,1498,98.6,5,11.665,7.45
"2458",2540,"Hyundai EON Magna Plus","Jaipur",2017,12000,"Petrol","Manual","First",21.1,814,55.2,5,11.665,3.5
"2459",2541,"Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade","Kochi",2018,21603,"Diesel","Automatic","First",13,2987,265,5,11.665,70.15
"2460",2542,"Hyundai Santro GLS II - Euro II","Bangalore",2011,65000,"Petrol","Manual","Second",0,NA,NA,NA,11.665,3.15
"2461",2543,"BMW 3 Series 320d","Hyderabad",2013,58000,"Diesel","Automatic","First",13.2,1995,170,5,11.665,19.5
"2462",2544,"BMW 3 Series 318i Sedan","Pune",2012,39000,"Petrol","Automatic","Second",12.05,1995,154,5,11.665,15
"2463",2545,"Mahindra NuvoSport N8","Coimbatore",2017,37712,"Diesel","Manual","First",17.45,1493,100,7,11.77,7.57
"2464",2546,"Maruti Ritz VXi","Hyderabad",2012,68000,"Petrol","Manual","First",18.5,1197,85.8,5,11.665,4.4
"2465",2547,"BMW X6 xDrive 40d M Sport","Chennai",2016,25000,"Diesel","Automatic","First",15.87,2993,308.43,5,11.665,60
"2466",2548,"Chevrolet Beat LT","Kolkata",2010,30000,"Petrol","Manual","First",18.6,1199,79.4,5,11.665,1.6
"2467",2549,"Maruti Swift Dzire VXI","Pune",2014,68218,"Petrol","Manual","First",19.1,1197,85.8,5,11.665,4.9
"2468",2550,"Maruti Ertiga ZDI","Delhi",2014,52000,"Diesel","Manual","First",20.77,1248,88.8,7,11.665,5.95
"2469",2551,"Renault Duster 85PS Diesel RxL","Coimbatore",2015,63591,"Diesel","Manual","First",20.45,1461,83.8,5,11.665,5.35
"2470",2552,"Honda Amaze VX AT i-Vtech","Hyderabad",2014,57937,"Petrol","Automatic","First",15.5,1198,86.7,5,11.665,5.4
"2471",2553,"Audi A4 2.0 TDI Premium Sport Limited Edition","Coimbatore",2015,21979,"Diesel","Automatic","First",17.11,1968,174.33,5,11.665,23.45
"2472",2554,"Skoda Octavia Ambiente 1.9 TDI MT","Hyderabad",2002,99000,"Diesel","Manual","Second",18.7,1896,66,5,11.665,1.9
"2473",2555,"Honda Amaze E i-Dtech","Pune",2016,62000,"Diesel","Manual","First",25.8,1498,98.6,5,11.665,6.1
"2474",2556,"Toyota Innova 2.5 EV Diesel MS 8 Str BSIII","Mumbai",2006,127001,"Diesel","Manual","First",12.8,2494,102,8,11.665,4.95
"2475",2557,"Hyundai EON D Lite Plus","Hyderabad",2013,84600,"Petrol","Manual","Second",21.1,814,55.2,5,11.665,2.5
"2476",2558,"Datsun redi-GO T Option","Kochi",2018,30953,"Petrol","Manual","First",22.7,799,53.64,5,4.05,3.48
"2477",2559,"Maruti Swift VDI","Chennai",2012,78000,"Diesel","Manual","First",22.9,1248,74,5,11.665,4.4
"2478",2560,"Mitsubishi Pajero 2.8 GLX Sports","Hyderabad",2008,85000,"Diesel","Manual","First",9.5,2835,118.6,6,11.665,7.99
"2479",2561,"Volvo S80 D5","Hyderabad",2008,79000,"Diesel","Automatic","First",13.1,2400,215,5,11.665,10.99
"2480",2562,"Toyota Fortuner 4x2 AT","Delhi",2014,79000,"Diesel","Automatic","First",12.55,2982,168.5,7,11.665,18.5
"2481",2563,"Jeep Compass 2.0 Limited 4X4","Coimbatore",2018,48188,"Diesel","Manual","First",16.3,1956,170,5,26.95,21.69
"2482",2564,"Maruti Swift Dzire VDI","Coimbatore",2014,67557,"Diesel","Manual","First",23.4,1248,74,5,11.665,5.17
"2483",2565,"Hyundai Verna 1.6 SX","Delhi",2011,103814,"Diesel","Manual","Second",22.32,1582,126.32,5,11.665,4.5
"2484",2566,"Mahindra Scorpio VLX 2WD BSIV","Kolkata",2014,45128,"Diesel","Manual","First",12.05,2179,120,8,11.665,6.75
"2485",2567,"Hyundai i10 Era","Kochi",2013,56075,"Petrol","Manual","First",19.81,1086,68.05,5,11.665,3.12
"2486",2568,"Toyota Innova 2.5 G (Diesel) 8 Seater","Hyderabad",2011,166000,"Diesel","Manual","First",12.99,2494,100.6,8,11.665,8.25
"2487",2569,"Toyota Innova Crysta 2.8 ZX AT","Coimbatore",2017,65367,"Diesel","Automatic","First",11.36,2755,171.5,7,28.05,20.14
"2488",2570,"Toyota Innova 2.5 G (Diesel) 8 Seater","Hyderabad",2013,114708,"Diesel","Manual","First",12.99,2494,100,8,11.665,12.6
"2489",2571,"Maruti Swift Dzire ZDI","Kochi",2015,35082,"Diesel","Manual","First",23.4,1248,74,5,11.665,6.61
"2490",2572,"Hyundai Creta 1.6 CRDi AT SX Plus","Kochi",2016,38593,"Diesel","Automatic","First",17.01,1582,126.2,5,11.665,13.23
"2491",2573,"Toyota Innova 2.5 G (Diesel) 8 Seater BS IV","Mumbai",2008,70700,"Diesel","Manual","First",12.99,2494,100,8,11.665,4.75
"2492",2574,"Volkswagen Vento Diesel Highline","Mumbai",2011,83000,"Diesel","Manual","Second",20.54,1598,103.6,5,11.665,2.9
"2493",2575,"Chevrolet Tavera LS B3 10 Seats BSIII","Hyderabad",2015,120000,"Diesel","Manual","First",14.8,2499,80,10,11.665,5.5
"2494",2576,"Mahindra Ssangyong Rexton RX7","Kochi",2014,91586,"Diesel","Automatic","Second",11.18,2696,184,7,11.665,9.47
"2495",2577,"Hyundai i10 Magna","Mumbai",2008,38235,"Petrol","Manual","First",20.36,1197,78.9,5,11.665,1.95
"2496",2578,"Hyundai i10 Sportz 1.2","Kolkata",2011,37000,"Petrol","Manual","First",20.36,1197,78.9,5,11.665,2.2
"2497",2580,"Honda Amaze S i-Vtech","Bangalore",2013,44000,"Petrol","Manual","Second",18,1198,86.7,5,11.665,4.35
"2498",2581,"Maruti Celerio ZXI AT","Pune",2016,54000,"Petrol","Automatic","First",23.1,998,67.04,5,11.665,4.5
"2499",2582,"Hyundai Grand i10 Asta","Chennai",2013,90000,"Petrol","Manual","First",18.9,1197,82,5,11.665,3.55
"2500",2583,"Maruti Swift Dzire VDi","Kolkata",2015,35000,"Diesel","Manual","First",19.3,1248,73.9,5,11.665,4.75
"2501",2584,"Hyundai i10 Sportz","Coimbatore",2012,47324,"Petrol","Manual","Second",20.36,1197,78.9,5,11.665,4.52
"2502",2585,"BMW X1 sDrive 20d Exclusive","Mumbai",2012,65148,"Diesel","Automatic","First",15.06,1995,177,5,11.665,12.75
"2503",2586,"Audi A4 2.0 TDI 177 Bhp Premium Plus","Coimbatore",2014,57773,"Diesel","Automatic","Second",17.11,1968,174.33,5,11.665,20.04
"2504",2587,"Nissan Terrano XL 85 PS","Bangalore",2014,87000,"Diesel","Manual","First",20.45,1461,83.8,5,11.665,6.5
"2505",2588,"Mitsubishi Montero 3.2 GLS","Chennai",2007,179032,"Diesel","Manual","First",11.56,3200,199.3,7,11.665,7.5
"2506",2589,"Maruti Wagon R VXI AMT","Mumbai",2016,8000,"Petrol","Automatic","First",22.5,998,67,5,6.14,4.15
"2507",2590,"Honda Civic 2006-2010 1.8 (E) MT","Hyderabad",2007,77000,"Petrol","Manual","First",13.5,1799,130,5,11.665,2.5
"2508",2591,"Hyundai i20 2015-2017 Magna 1.2","Pune",2016,20600,"Petrol","Manual","First",18.6,1197,81.83,5,11.665,5.4
"2509",2592,"Maruti Alto K10 VXI","Mumbai",2016,13198,"Petrol","Manual","First",24.07,998,67.1,5,4.82,3.15
"2510",2593,"Audi Q7 35 TDI Quattro Technology","Bangalore",2015,21000,"Diesel","Automatic","Second",12.07,2967,241.4,7,11.665,52.5
"2511",2594,"Hyundai i20 Sportz Option 1.2","Delhi",2016,38000,"Petrol","Manual","First",18.6,1197,81.83,5,11.665,5.95
"2512",2595,"Tata Tiago AMT 1.2 Revotron XZA","Coimbatore",2019,15379,"Petrol","Automatic","First",23.84,1199,83.83,5,7.17,6.97
"2513",2596,"Hyundai i10 Sportz 1.2","Hyderabad",2011,60000,"Petrol","Manual","First",20.36,1197,78.9,5,11.665,3.2
"2514",2598,"Renault Duster 85PS Diesel RxL Optional","Bangalore",2013,75371,"Diesel","Manual","First",20.46,1461,83.8,5,11.665,6.69
"2515",2599,"Tata Xenon XT EX 4X4","Bangalore",2014,60000,"Diesel","Manual","Second",13.49,2179,138.03,5,11.665,5.9
"2516",2600,"Hyundai i20 Magna","Kolkata",2009,30675,"Petrol","Manual","First",18.5,1197,80,5,11.665,2.25
"2517",2601,"Maruti Swift Dzire VDI","Kolkata",2013,22000,"Diesel","Manual","First",23.4,1248,74,5,11.665,4.5
"2518",2602,"Hyundai EON Magna","Pune",2015,55000,"Petrol","Manual","First",22,814,55,5,11.665,2.61
"2519",2603,"Mercedes-Benz New C-Class 220 CDI AT","Jaipur",2010,74213,"Diesel","Automatic","First",14.84,2143,170,5,11.665,11.5
"2520",2604,"Mini Cooper Convertible S","Mumbai",2016,15000,"Petrol","Automatic","First",16.82,1998,189.08,4,44.28,35
"2521",2605,"Tata Nano Cx","Jaipur",2010,57000,"Petrol","Manual","First",26,624,35,4,11.665,0.5
"2522",2606,"Maruti Ciaz ZDi Plus","Kolkata",2015,62144,"Diesel","Manual","Second",26.21,1248,88.5,5,11.665,5.75
"2523",2607,"Hyundai Verna CRDi 1.6 SX Option","Pune",2017,50000,"Diesel","Manual","First",22,1582,126.2,5,15.72,11.5
"2524",2608,"Hyundai EON Era Plus","Jaipur",2015,38000,"Petrol","Manual","First",21.1,814,55.2,5,11.665,2.75
"2525",2609,"BMW 5 Series 2013-2017 520d Luxury Line","Chennai",2016,30000,"Diesel","Automatic","Second",18.12,1995,190,5,11.665,31.5
"2526",2610,"Honda Brio S MT","Kochi",2016,38735,"Petrol","Manual","First",19.4,1198,86.8,5,11.665,4.92
"2527",2611,"Maruti Ritz VDi","Pune",2012,23598,"Diesel","Manual","First",23.2,1248,73.94,5,11.665,3.52
"2528",2612,"BMW 3 Series 320d Prestige","Chennai",2014,70000,"Diesel","Automatic","First",18.88,1995,184,5,11.665,17.55
"2529",2613,"Maruti Swift Dzire LDI","Pune",2016,39000,"Diesel","Manual","First",26.59,1248,74,5,11.665,5.8
"2530",2614,"Maruti Swift Dzire VDI","Hyderabad",2013,84175,"Diesel","Manual","First",23.4,1248,74,5,11.665,6.95
"2531",2615,"Renault Scala RxL","Kolkata",2013,45000,"Petrol","Manual","First",16.95,1498,97.6,5,11.665,2.4
"2532",2616,"Chevrolet Cruze LTZ AT","Mumbai",2013,59302,"Diesel","Automatic","First",14.39,1998,163.7,5,11.665,5.25
"2533",2617,"Maruti Swift Dzire ZXi","Ahmedabad",2012,55002,"Petrol","Manual","First",17.5,1298,85.8,5,11.665,4.25
"2534",2618,"Tata Indigo CS LX (TDI) BS III","Jaipur",2008,128813,"Diesel","Manual","First",19.09,1396,69,5,11.665,1.5
